Sport,Age,Height,Weight,Sex
Equestrianism,27.0,169.0,58.0,F
Equestrianism,27.0,169.0,58.0,F
Athletics,,,,M
Athletics,23.0,172.0,57.0,F
Athletics,23.0,172.0,57.0,F
Athletics,23.0,172.0,57.0,F
Athletics,23.0,172.0,57.0,F
Football,30.0,,,M
Handball,23.0,182.0,82.0,M
Shooting,37.0,182.0,83.0,M
Cycling,27.0,176.0,70.0,M
Cycling,25.0,186.0,90.0,M
Swimming,19.0,,,F
Swimming,19.0,,,F
Swimming,19.0,,,F
Canoeing,20.0,,,M
Basketball,23.0,,,M
Diving,29.0,,,M
Diving,29.0,,,M
Athletics,30.0,159.0,58.0,F
Art Competitions,54.0,,,M
Athletics,24.0,,,F
Rowing,23.0,,71.0,M
Weightlifting,,,67.0,M
Athletics,28.0,158.0,44.0,F
Athletics,30.0,183.0,66.0,F
Hockey,34.0,185.0,95.0,M
Hockey,,,,M
Gymnastics,34.0,,,M
Gymnastics,34.0,,,M
Gymnastics,34.0,,,M
Gymnastics,34.0,,,M
Gymnastics,34.0,,,M
Gymnastics,34.0,,,M
Gymnastics,34.0,,,M
Gymnastics,34.0,,,M
Athletics,33.0,,,M
Hockey,24.0,,,M
Art Competitions,,,,F
Art Competitions,57.0,,,M
Athletics,26.0,,,M
Athletics,26.0,,,M
Football,22.0,188.0,76.0,M
Sailing,33.0,180.0,92.0,M
Athletics,40.0,163.0,61.0,F
Sailing,39.0,,,M
Athletics,24.0,168.0,60.0,F
Athletics,24.0,168.0,60.0,F
Fencing,,,,M
Shooting,33.0,,,M
Shooting,33.0,,,M
Swimming,26.0,172.0,55.0,F
Canoeing,23.0,198.0,95.0,M
Canoeing,23.0,198.0,95.0,M
Athletics,22.0,173.0,70.0,M
Athletics,22.0,173.0,70.0,M
Shooting,23.0,158.0,50.0,F
Rowing,32.0,190.0,94.0,M
Tennis,23.0,162.0,62.0,F
Boxing,19.0,158.0,,M
Athletics,24.0,181.0,68.0,M
Football,25.0,181.0,81.0,M
Rowing,22.0,,,M
Athletics,27.0,176.0,,M
Tennis,36.0,170.0,64.0,F
Gymnastics,,,,M
Gymnastics,,,,M
Gymnastics,,,,M
Gymnastics,,,,M
Gymnastics,,,,M
Gymnastics,,,,M
Gymnastics,,,,M
Gymnastics,,,,M
Swimming,25.0,190.0,85.0,M
Athletics,28.0,171.0,54.0,F
Diving,24.0,159.0,57.0,F
Diving,24.0,159.0,57.0,F
Cycling,32.0,,,M
Cycling,32.0,,,M
Swimming,17.0,,,M
Athletics,33.0,174.0,60.0,M
Badminton,31.0,168.0,59.0,F
Fencing,35.0,162.0,57.0,F
Fencing,35.0,162.0,57.0,F
Football,19.0,187.0,79.0,M
Judo,27.0,165.0,100.0,F
Equestrianism,36.0,170.0,63.0,M
Rowing,21.0,,,M
Gymnastics,20.0,153.0,43.0,F
Gymnastics,20.0,153.0,43.0,F
Gymnastics,20.0,153.0,43.0,F
Swimming,24.0,196.0,93.0,M
Fencing,24.0,179.0,75.0,M
Canoeing,26.0,196.0,109.0,M
Water Polo,22.0,200.0,93.0,M
Volleyball,24.0,196.0,86.0,M
Athletics,20.0,190.0,72.0,M
Boxing,21.0,167.0,,M
Shooting,21.0,180.0,90.0,M
Handball,28.0,178.0,,F
Basketball,32.0,203.0,98.0,M
Swimming,26.0,189.0,78.0,M
Swimming,26.0,189.0,78.0,M
Athletics,22.0,175.0,68.0,M
Wrestling,,,,M
Rowing,25.0,182.0,82.0,M
Cycling,23.0,167.0,50.0,F
Cycling,23.0,167.0,50.0,F
Swimming,17.0,182.0,67.0,F
Athletics,24.0,170.0,54.0,F
Cycling,,,,M
Cycling,,,,M
Swimming,24.0,,,M
Basketball,28.0,190.0,78.0,F
Water Polo,22.0,182.0,69.0,F
Rowing,24.0,182.0,69.0,M
Hockey,23.0,168.0,70.0,F
Synchronized Swimming,22.0,170.0,58.0,F
Swimming,20.0,198.0,89.0,M
Swimming,20.0,198.0,89.0,M
Swimming,20.0,198.0,89.0,M
Swimming,20.0,198.0,89.0,M
Water Polo,24.0,180.0,76.0,F
Athletics,24.0,169.0,60.0,F
Swimming,23.0,169.0,61.0,F
Swimming,23.0,169.0,61.0,F
Basketball,26.0,206.0,95.0,M
Fencing,19.0,185.0,78.0,F
Fencing,19.0,185.0,78.0,F
Water Polo,25.0,168.0,65.0,F
Sailing,31.0,171.0,62.0,F
Judo,29.0,164.0,52.0,F
Cycling,24.0,178.0,92.0,M
Wrestling,22.0,162.0,55.0,F
Cycling,37.0,168.0,52.0,F
Cycling,37.0,168.0,52.0,F
Weightlifting,28.0,,56.0,M
Art Competitions,,,,M
Wrestling,32.0,,,M
Swimming,22.0,182.0,82.0,M
Swimming,22.0,182.0,82.0,M
Football,22.0,173.0,64.0,M
Wrestling,,,,M
Boxing,27.0,163.0,,M
Rowing,36.0,186.0,77.0,F
Athletics,27.0,177.0,64.0,M
Cycling,38.0,167.0,54.0,F
Wrestling,30.0,,,M
Athletics,30.0,,,M
Athletics,30.0,,,M
Athletics,23.0,173.0,58.0,F
Swimming,20.0,173.0,66.0,F
Athletics,26.0,171.0,,M
Sailing,39.0,,,M
Rowing,17.0,187.0,87.0,M
Athletics,33.0,176.0,58.0,F
Athletics,23.0,182.0,73.0,M
Athletics,23.0,182.0,73.0,M
Swimming,21.0,188.0,84.0,M
Volleyball,36.0,195.0,98.0,M
Boxing,27.0,181.0,75.0,M
Football,22.0,181.0,74.0,M
Swimming,21.0,168.0,62.0,F
Swimming,21.0,168.0,62.0,F
Swimming,21.0,168.0,62.0,F
Boxing,24.0,186.0,,M
Athletics,24.0,169.0,57.0,M
Handball,28.0,185.0,85.0,M
Athletics,26.0,168.0,59.0,M
Athletics,26.0,168.0,59.0,M
Athletics,26.0,168.0,59.0,M
Athletics,22.0,179.0,70.0,M
Athletics,22.0,179.0,70.0,M
Triathlon,27.0,177.0,66.0,M
Handball,32.0,198.0,101.0,M
Athletics,19.0,169.0,60.0,F
Swimming,29.0,186.0,80.0,M
Swimming,29.0,186.0,80.0,M
Swimming,28.0,,,F
Shooting,32.0,,,M
Swimming,23.0,180.0,73.0,F
Equestrianism,21.0,184.0,72.0,M
Equestrianism,21.0,184.0,72.0,M
Football,29.0,166.0,60.0,F
Rowing,30.0,181.0,75.0,F
Gymnastics,21.0,,,M
Shooting,22.0,176.0,68.0,M
Equestrianism,35.0,,,M
Equestrianism,35.0,,,M
Gymnastics,18.0,154.0,,F
Gymnastics,18.0,154.0,,F
Gymnastics,18.0,154.0,,F
Gymnastics,18.0,154.0,,F
Gymnastics,18.0,154.0,,F
Athletics,21.0,192.0,85.0,M
Rowing,33.0,202.0,103.0,M
Modern Pentathlon,27.0,183.0,76.0,M
Athletics,31.0,187.0,110.0,M
Shooting,28.0,,,M
Shooting,28.0,,,M
Shooting,60.0,,,M
Shooting,60.0,,,M
Shooting,60.0,,,M
Athletics,23.0,,,M
Hockey,23.0,170.0,64.0,M
Rowing,24.0,193.0,94.0,M
Shooting,42.0,,,M
Athletics,19.0,165.0,57.0,F
Athletics,21.0,183.0,68.0,M
Tug-Of-War,33.0,,108.0,M
Shooting,47.0,,,M
Archery,29.0,171.0,73.0,F
Archery,29.0,171.0,73.0,F
Archery,18.0,170.0,55.0,F
Shooting,43.0,170.0,82.0,M
Synchronized Swimming,26.0,178.0,60.0,F
Figure Skating,45.0,,,M
Figure Skating,26.0,,,F
Figure Skating,26.0,,,F
Shooting,25.0,171.0,60.0,F
Shooting,25.0,171.0,60.0,F
Swimming,21.0,177.0,57.0,F
Athletics,33.0,176.0,84.0,M
Athletics,28.0,178.0,75.0,M
Canoeing,29.0,,,M
Rowing,29.0,199.0,105.0,M
Fencing,24.0,182.0,65.0,F
Fencing,24.0,182.0,65.0,F
Swimming,19.0,168.0,60.0,F
Athletics,35.0,,,M
Sailing,25.0,169.0,62.0,F
Gymnastics,23.0,,,M
Athletics,28.0,194.0,94.0,M
Canoeing,25.0,170.0,62.0,F
Gymnastics,,,,M
Water Polo,25.0,,,M
Fencing,27.0,,,M
Shooting,44.0,180.0,93.0,M
Shooting,44.0,180.0,93.0,M
Fencing,29.0,176.0,71.0,F
Swimming,22.0,,,M
Swimming,22.0,,,M
Athletics,18.0,,,M
Tennis,23.0,172.0,62.0,F
Tennis,23.0,172.0,62.0,F
Swimming,19.0,173.0,60.0,F
Swimming,19.0,173.0,60.0,F
Canoeing,23.0,180.0,76.0,M
Swimming,24.0,168.0,65.0,F
Rowing,22.0,,77.0,M
Water Polo,34.0,198.0,96.0,M
Swimming,21.0,,,F
Swimming,21.0,,,F
Swimming,19.0,,,F
Rowing,23.0,184.0,83.0,M
Rowing,33.0,,,M
Fencing,22.0,180.0,78.0,M
Wrestling,,,,M
Swimming,15.0,176.0,63.0,F
Swimming,,,,M
Wrestling,22.0,,,M
Water Polo,29.0,196.0,106.0,M
Water Polo,30.0,,,M
Water Polo,30.0,192.0,95.0,M
Water Polo,27.0,,,M
Athletics,23.0,170.0,51.0,F
Modern Pentathlon,22.0,,,M
Athletics,30.0,186.0,70.0,M
Rowing,23.0,195.0,103.0,M
Swimming,16.0,177.0,63.0,F
Swimming,16.0,177.0,63.0,F
Swimming,16.0,177.0,63.0,F
Water Polo,24.0,183.0,74.0,F
Gymnastics,16.0,,,M
Swimming,22.0,188.0,83.0,M
Swimming,22.0,188.0,83.0,M
Athletics,25.0,165.0,51.0,F
Boxing,35.0,181.0,80.0,M
Judo,22.0,180.0,73.0,M
Tennis,22.0,171.0,62.0,F
Tennis,22.0,171.0,62.0,F
Sailing,28.0,166.0,70.0,F
Judo,21.0,168.0,70.0,F
Swimming,23.0,181.0,74.0,F
Art Competitions,,,,M
Gymnastics,21.0,,,M
Athletics,28.0,184.0,92.0,M
Athletics,30.0,160.0,54.0,M
Basketball,33.0,,,M
Athletics,19.0,170.0,67.0,F
Rowing,30.0,,71.0,M
Athletics,32.0,165.0,78.0,M
Swimming,14.0,168.0,68.0,F
Wrestling,,,,M
Wrestling,25.0,170.0,66.0,M
Athletics,19.0,,,F
Athletics,19.0,,,F
Badminton,23.0,174.0,70.0,M
Athletics,25.0,175.0,60.0,F
Wrestling,24.0,,,M
Weightlifting,23.0,179.0,105.0,M
Wrestling,26.0,180.0,85.0,M
Badminton,18.0,163.0,57.0,F
Shooting,29.0,168.0,65.0,F
Rowing,25.0,194.0,95.0,M
Sailing,41.0,,,M
Athletics,19.0,174.0,,M
Athletics,19.0,174.0,,M
Athletics,19.0,174.0,,M
Football,,,,M
Hockey,,,,M
Shooting,38.0,,,M
Swimming,26.0,186.0,85.0,M
Swimming,26.0,186.0,85.0,M
Water Polo,27.0,190.0,83.0,F
Sailing,29.0,186.0,77.0,M
Swimming,19.0,161.0,56.0,F
Athletics,28.0,180.0,62.0,M
Athletics,28.0,180.0,62.0,M
Swimming,27.0,177.0,79.0,M
Swimming,18.0,164.0,54.0,F
Swimming,18.0,164.0,54.0,F
Athletics,23.0,180.0,67.0,M
Athletics,23.0,180.0,67.0,M
Football,21.0,164.0,63.0,F
Wrestling,23.0,178.0,81.0,M
Rowing,38.0,178.0,73.0,M
Equestrianism,27.0,151.0,48.0,F
Volleyball,34.0,159.0,53.0,F
Athletics,19.0,160.0,67.0,M
Swimming,16.0,168.0,56.0,F
Athletics,23.0,164.0,57.0,F
Athletics,23.0,164.0,57.0,F
Athletics,21.0,184.0,73.0,M
Tug-Of-War,20.0,188.0,102.0,M
Wrestling,20.0,188.0,102.0,M
Athletics,20.0,188.0,102.0,M
Athletics,20.0,188.0,102.0,M
Athletics,20.0,188.0,102.0,M
Athletics,30.0,182.0,70.0,M
Canoeing,23.0,185.0,79.0,M
Beach Volleyball,29.0,181.0,64.0,F
Athletics,23.0,182.0,73.0,M
Athletics,23.0,182.0,73.0,M
Weightlifting,,,105.0,M
Canoeing,22.0,174.0,73.0,M
Athletics,27.0,178.0,58.0,M
Athletics,27.0,178.0,58.0,M
Art Competitions,45.0,,,M
Wrestling,27.0,168.0,64.5,M
Athletics,35.0,158.0,54.0,F
Archery,26.0,178.0,85.0,M
Archery,26.0,178.0,85.0,M
Cycling,28.0,175.0,65.0,F
Athletics,20.0,189.0,71.0,M
Athletics,37.0,182.0,68.0,M
Tug-Of-War,37.0,,,M
Boxing,21.0,,,M
Athletics,39.0,196.0,120.0,M
Athletics,28.0,184.0,88.0,M
Athletics,25.0,172.0,58.0,F
Cycling,32.0,180.0,73.0,M
Rowing,,,,M
Badminton,24.0,181.0,75.0,M
Athletics,24.0,178.0,80.0,F
Badminton,21.0,160.0,54.0,F
Table Tennis,34.0,165.0,60.0,F
Archery,18.0,158.0,53.0,F
Archery,18.0,158.0,53.0,F
Badminton,25.0,182.0,74.0,M
Shooting,40.0,179.0,86.0,M
Table Tennis,39.0,152.0,45.0,F
Football,24.0,164.0,52.0,F
Hockey,20.0,167.0,60.0,F
Gymnastics,27.0,166.0,,M
Gymnastics,27.0,166.0,,M
Gymnastics,27.0,166.0,,M
Gymnastics,27.0,166.0,,M
Gymnastics,27.0,166.0,,M
Gymnastics,27.0,166.0,,M
Gymnastics,27.0,166.0,,M
Rhythmic Gymnastics,20.0,166.0,40.0,F
Gymnastics,25.0,157.0,,F
Gymnastics,25.0,157.0,,F
Gymnastics,25.0,157.0,,F
Gymnastics,25.0,157.0,,F
Gymnastics,25.0,157.0,,F
Equestrianism,27.0,170.0,65.0,M
Equestrianism,27.0,170.0,65.0,M
Gymnastics,22.0,166.0,58.0,M
Gymnastics,22.0,166.0,58.0,M
Gymnastics,22.0,166.0,58.0,M
Gymnastics,22.0,166.0,58.0,M
Wrestling,25.0,170.0,66.0,M
Swimming,27.0,183.0,81.0,M
Swimming,27.0,183.0,81.0,M
Football,30.0,177.0,73.0,F
Volleyball,23.0,184.0,87.0,F
Football,22.0,174.0,68.0,M
Rowing,26.0,182.0,72.0,F
Swimming,19.0,165.0,54.0,F
Table Tennis,31.0,178.0,77.0,M
Table Tennis,31.0,178.0,77.0,M
Swimming,19.0,178.0,70.0,F
Swimming,19.0,178.0,70.0,F
Swimming,19.0,178.0,70.0,F
Swimming,19.0,178.0,70.0,F
Athletics,26.0,177.0,67.0,M
Athletics,29.0,167.0,57.0,M
Water Polo,23.0,168.0,65.0,F
Athletics,21.0,193.0,86.0,M
Taekwondo,32.0,185.0,83.0,M
Sailing,30.0,173.0,57.0,F
Shooting,,,,M
Swimming,22.0,160.0,58.0,F
Swimming,22.0,160.0,58.0,F
Volleyball,28.0,178.0,77.0,M
Hockey,,,,M
Wrestling,24.0,163.0,,F
Swimming,27.0,188.0,75.0,M
Swimming,27.0,188.0,75.0,M
Judo,24.0,160.0,54.0,F
Fencing,39.0,188.0,95.0,M
Fencing,39.0,188.0,95.0,M
Wrestling,36.0,,,M
Wrestling,36.0,,,M
Rowing,24.0,184.0,74.0,F
Wrestling,25.0,165.0,60.0,M
Athletics,25.0,179.0,115.0,F
Athletics,26.0,174.0,66.0,F
Swimming,21.0,190.0,84.0,M
Athletics,24.0,,,M
Swimming,26.0,198.0,90.0,M
Swimming,26.0,198.0,90.0,M
Rowing,24.0,,,M
Athletics,22.0,165.0,59.0,F
Canoeing,33.0,190.0,88.0,M
Water Polo,19.0,171.0,62.0,F
Athletics,23.0,,,M
Swimming,27.0,,,M
Swimming,27.0,,,M
Swimming,27.0,,,M
Swimming,28.0,185.0,85.0,M
Canoeing,22.0,179.0,79.0,M
Athletics,26.0,173.0,58.0,F
Wrestling,20.0,160.0,59.0,M
Gymnastics,19.0,160.0,57.0,F
Taekwondo,19.0,173.0,67.0,F
Handball,28.0,174.0,73.0,F
Swimming,23.0,182.0,70.0,M
Swimming,23.0,182.0,70.0,M
Athletics,20.0,177.0,73.0,M
Basketball,25.0,180.0,75.0,F
Jeu De Paume,43.0,,,M
Basketball,26.0,185.0,79.0,F
Shooting,53.0,,,M
Basketball,30.0,183.0,70.0,F
Athletics,26.0,165.0,55.0,F
Athletics,28.0,157.0,47.0,F
Fencing,36.0,,,M
Fencing,36.0,,,M
Triathlon,30.0,167.0,62.0,M
Wrestling,,,,M
Canoeing,20.0,175.0,69.0,M
Shooting,,,,M
Athletics,33.0,188.0,84.0,M
Athletics,33.0,188.0,84.0,M
Diving,25.0,,,M
Athletics,22.0,188.0,81.0,M
Rowing,,,,M
Canoeing,25.0,167.0,66.0,F
Rowing,18.0,185.0,80.0,M
Rowing,18.0,185.0,80.0,M
Swimming,23.0,165.0,66.0,M
Swimming,23.0,165.0,66.0,M
Swimming,23.0,165.0,66.0,M
Hockey,27.0,163.0,62.0,F
Volleyball,31.0,179.0,74.0,F
Athletics,25.0,181.0,74.0,M
Athletics,25.0,181.0,74.0,M
Swimming,24.0,,,M
Boxing,21.0,176.0,60.0,M
Hockey,27.0,163.0,56.0,F
Boxing,26.0,165.0,60.0,F
Basketball,31.0,188.0,85.0,M
Football,23.0,175.0,65.0,M
Rowing,28.0,189.0,70.0,M
Shooting,32.0,175.0,73.0,M
Hockey,25.0,173.0,66.0,F
Wrestling,33.0,190.0,120.0,M
Taekwondo,23.0,180.0,68.0,M
Judo,22.0,177.0,78.0,F
Swimming,19.0,176.0,68.0,F
Swimming,19.0,176.0,68.0,F
Athletics,27.0,176.0,76.0,M
Tennis,27.0,192.0,90.0,M
Badminton,21.0,167.0,58.0,F
Weightlifting,32.0,187.0,133.0,M
Athletics,30.0,186.0,68.0,M
Wrestling,,,,M
Gymnastics,18.0,,,M
Synchronized Swimming,24.0,167.0,57.0,F
Handball,32.0,187.0,110.0,M
Shooting,43.0,,,M
Athletics,26.0,156.0,47.0,F
Cycling,23.0,188.0,71.0,M
Equestrianism,37.0,166.0,54.0,F
Equestrianism,37.0,166.0,54.0,F
Equestrianism,43.0,165.0,55.0,F
Rowing,28.0,,,M
Triathlon,27.0,174.0,61.0,M
Football,20.0,178.0,65.0,M
Athletics,18.0,170.0,64.0,M
Swimming,17.0,,,F
Swimming,17.0,,,F
Wrestling,22.0,167.0,66.0,M
Water Polo,33.0,205.0,100.0,M
Cycling,26.0,182.0,62.0,M
Shooting,37.0,,,M
Shooting,37.0,,,M
Shooting,37.0,,,M
Equestrianism,34.0,,,M
Water Polo,24.0,170.0,65.0,F
Canoeing,20.0,184.0,80.0,M
Weightlifting,27.0,163.0,69.0,F
Athletics,,,,F
Sailing,21.0,183.0,82.0,M
Fencing,25.0,,,M
Fencing,25.0,,,M
Fencing,25.0,,,M
Swimming,27.0,173.0,60.0,F
Swimming,27.0,173.0,60.0,F
Gymnastics,16.0,145.0,37.0,F
Gymnastics,16.0,145.0,37.0,F
Gymnastics,16.0,145.0,37.0,F
Gymnastics,16.0,145.0,37.0,F
Gymnastics,16.0,145.0,37.0,F
Weightlifting,27.0,,71.0,M
Gymnastics,33.0,,,M
Gymnastics,33.0,,,M
Gymnastics,33.0,,,M
Gymnastics,33.0,,,M
Gymnastics,33.0,,,M
Gymnastics,33.0,,,M
Gymnastics,33.0,,,M
Gymnastics,33.0,,,M
Hockey,24.0,160.0,62.0,F
Canoeing,20.0,166.0,57.0,F
Equestrianism,41.0,168.0,58.0,F
Modern Pentathlon,30.0,175.0,60.0,F
Art Competitions,,,,M
Athletics,26.0,183.0,81.0,F
Football,26.0,,,M
Gymnastics,,,,M
Swimming,19.0,,,F
Swimming,19.0,,,F
Weightlifting,36.0,,67.0,M
Cycling,28.0,185.0,74.0,M
Shooting,27.0,170.0,69.0,M
Hockey,22.0,184.0,78.0,M
Cycling,24.0,,,M
Archery,38.0,180.0,100.0,M
Archery,38.0,180.0,100.0,M
Cycling,29.0,181.0,73.0,M
Cycling,29.0,181.0,73.0,M
Handball,36.0,178.0,68.0,F
Equestrianism,,,,M
Equestrianism,,,,M
Canoeing,25.0,190.0,94.0,M
Wrestling,28.0,177.0,74.0,M
Shooting,30.0,177.0,73.0,M
Athletics,25.0,180.0,56.0,M
Swimming,24.0,179.0,60.0,M
Weightlifting,37.0,182.0,97.5,M
Cycling,19.0,,,M
Cycling,19.0,,,M
Cycling,19.0,,,M
Shooting,,,,M
Shooting,,,,M
Shooting,,,,M
Shooting,,,,M
Shooting,,,,M
Shooting,,,,M
Boxing,19.0,167.0,49.0,M
Volleyball,36.0,197.0,89.0,M
Athletics,29.0,,,F
Cycling,37.0,163.0,64.0,F
Swimming,32.0,180.0,,M
Athletics,,160.0,51.0,M
Athletics,18.0,172.0,65.0,M
Cycling,,,,M
Cycling,,,,M
Cycling,,,,M
Cycling,,,,M
Cycling,,,,M
Cycling,,,,M
Cycling,,,,M
Fencing,,,,M
Fencing,,,,M
Archery,44.0,,,F
Football,19.0,164.0,60.0,F
Volleyball,25.0,196.0,75.0,F
Gymnastics,24.0,,,M
Gymnastics,24.0,,,M
Gymnastics,24.0,,,M
Gymnastics,24.0,,,M
Gymnastics,24.0,,,M
Gymnastics,24.0,,,M
Gymnastics,24.0,,,M
Gymnastics,24.0,,,M
Archery,24.0,180.0,82.0,M
Boxing,18.0,169.0,56.0,M
Athletics,19.0,168.0,72.0,M
Boxing,22.0,,,M
Athletics,23.0,175.0,64.0,F
Art Competitions,65.0,,,M
Art Competitions,65.0,,,M
Swimming,25.0,,,F
Athletics,26.0,172.0,75.0,M
Water Polo,31.0,187.0,95.0,M
Shooting,,,,M
Shooting,,,,M
Shooting,,,,M
Shooting,,,,M
Shooting,,,,M
Shooting,,,,M
Shooting,,,,M
Shooting,,,,M
Shooting,,,,M
Cycling,28.0,191.0,86.0,M
Athletics,21.0,162.0,55.0,M
Swimming,21.0,,,M
Art Competitions,,,,M
Weightlifting,33.0,,56.0,M
Athletics,21.0,,,M
Athletics,35.0,183.0,80.0,F
Fencing,20.0,174.0,59.0,F
Fencing,20.0,174.0,59.0,F
Swimming,18.0,,,F
Swimming,18.0,,,F
Fencing,,,,M
Art Competitions,69.0,,,M
Hockey,24.0,,,M
Rowing,27.0,173.0,68.0,F
Judo,25.0,168.0,70.0,F
Rowing,24.0,188.0,79.0,F
Gymnastics,26.0,,,M
Gymnastics,26.0,,,M
Football,26.0,169.0,59.0,F
Basketball,21.0,190.0,82.0,M
Art Competitions,42.0,,,M
Athletics,22.0,170.0,79.0,M
Fencing,44.0,,,M
Swimming,26.0,185.0,84.0,M
Swimming,26.0,185.0,84.0,M
Football,20.0,188.0,,M
Swimming,19.0,,,F
Swimming,19.0,,,F
Athletics,28.0,191.0,81.0,M
Cycling,26.0,183.0,70.0,M
Boxing,19.0,,,M
Synchronized Swimming,23.0,172.0,54.0,F
Gymnastics,23.0,180.0,79.0,M
Gymnastics,23.0,180.0,79.0,M
Gymnastics,23.0,180.0,79.0,M
Gymnastics,23.0,180.0,79.0,M
Gymnastics,23.0,180.0,79.0,M
Gymnastics,23.0,180.0,79.0,M
Gymnastics,23.0,180.0,79.0,M
Gymnastics,23.0,180.0,79.0,M
Athletics,24.0,186.0,79.0,M
Hockey,31.0,163.0,59.0,F
Cycling,26.0,,,M
Cycling,26.0,,,M
Athletics,26.0,185.0,70.0,M
Football,21.0,,,M
Football,25.0,167.0,59.0,F
Athletics,27.0,,,M
Football,,,,M
Athletics,,,,M
Athletics,,,,M
Athletics,31.0,178.0,67.0,M
Volleyball,27.0,170.0,66.0,F
Sailing,24.0,185.0,83.0,M
Athletics,25.0,,,F
Athletics,25.0,,,F
Fencing,20.0,,,M
Shooting,24.0,180.0,79.0,M
Rowing,25.0,182.0,70.0,M
Athletics,24.0,170.0,57.0,M
Athletics,27.0,188.0,80.0,M
Athletics,27.0,188.0,80.0,M
Fencing,31.0,190.0,89.0,M
Athletics,27.0,183.0,89.0,M
Rowing,52.0,160.0,50.0,F
Rowing,29.0,175.0,60.0,F
Gymnastics,35.0,,,M
Gymnastics,35.0,,,M
Gymnastics,35.0,,,M
Gymnastics,35.0,,,M
Gymnastics,35.0,,,M
Gymnastics,35.0,,,M
Gymnastics,35.0,,,M
Gymnastics,35.0,,,M
Hockey,35.0,,,M
Equestrianism,51.0,183.0,72.0,M
Equestrianism,51.0,183.0,72.0,M
Wrestling,29.0,,,M
Gymnastics,30.0,,,M
Gymnastics,30.0,,,M
Gymnastics,30.0,,,M
Gymnastics,30.0,,,M
Gymnastics,30.0,,,M
Gymnastics,30.0,,,M
Gymnastics,30.0,,,M
Gymnastics,30.0,,,M
Taekwondo,21.0,180.0,90.0,M
Art Competitions,53.0,,,M
Equestrianism,47.0,,,M
Equestrianism,47.0,,,M
Equestrianism,47.0,,,M
Equestrianism,47.0,,,M
Rowing,24.0,,75.0,M
Rowing,24.0,,75.0,M
Rowing,25.0,,75.0,M
Cycling,25.0,,,M
Equestrianism,51.0,178.0,63.0,F
Equestrianism,51.0,178.0,63.0,F
Athletics,26.0,168.0,71.0,F
Basketball,29.0,175.0,70.0,F
Figure Skating,23.0,,,M
Athletics,30.0,188.0,90.0,M
Sailing,42.0,,,M
Rowing,24.0,193.0,76.0,F
Volleyball,27.0,191.0,85.0,M
Rowing,25.0,175.0,72.0,F
Motorboating,26.0,,,M
Motorboating,26.0,,,M
Handball,23.0,188.0,80.0,F
Gymnastics,27.0,,,M
Sailing,39.0,,,M
Water Polo,22.0,178.0,73.0,M
Motorboating,46.0,,,M
Gymnastics,30.0,,,M
Fencing,,,,M
Fencing,,,,M
Football,33.0,165.0,60.0,F
Badminton,33.0,163.0,55.0,F
Gymnastics,22.0,175.0,66.0,M
Hockey,24.0,181.0,81.0,M
Athletics,30.0,200.0,110.0,M
Athletics,24.0,180.0,71.0,M
Athletics,24.0,180.0,71.0,M
Athletics,24.0,180.0,71.0,M
Rowing,26.0,182.0,79.0,F
Badminton,25.0,168.0,63.0,F
Table Tennis,37.0,,,F
Weightlifting,22.0,176.0,85.0,M
Canoeing,29.0,175.0,73.0,F
Table Tennis,33.0,160.0,59.0,F
Table Tennis,33.0,160.0,59.0,F
Hockey,21.0,,,M
Shooting,28.0,158.0,55.0,F
Shooting,28.0,158.0,55.0,F
Athletics,32.0,173.0,63.0,F
Wrestling,28.0,172.0,74.0,M
Wrestling,30.0,185.0,96.0,M
Gymnastics,22.0,,,M
Table Tennis,27.0,162.0,60.0,F
Swimming,24.0,183.0,83.0,M
Swimming,24.0,183.0,83.0,M
Art Competitions,52.0,,,M
Football,25.0,,,M
Athletics,26.0,176.0,72.0,F
Athletics,28.0,,,M
Synchronized Swimming,23.0,176.0,58.0,F
Basketball,24.0,188.0,80.0,M
Basketball,25.0,193.0,86.0,M
Table Tennis,43.0,177.0,71.0,F
Football,26.0,173.0,61.0,F
Swimming,24.0,200.0,89.0,M
Swimming,24.0,200.0,89.0,M
Swimming,24.0,200.0,89.0,M
Archery,18.0,160.0,43.0,F
Archery,18.0,160.0,43.0,F
Wrestling,26.0,180.0,98.0,M
Hockey,29.0,174.0,85.0,M
Swimming,20.0,165.0,57.0,F
Athletics,28.0,186.0,74.0,M
Tennis,28.0,180.0,80.0,M
Tennis,28.0,180.0,80.0,M
Hockey,31.0,172.0,62.0,M
Shooting,37.0,165.0,68.0,F
Shooting,37.0,165.0,68.0,F
Volleyball,30.0,194.0,88.0,M
Canoeing,20.0,181.0,67.0,F
Canoeing,20.0,181.0,67.0,F
Athletics,23.0,196.0,,M
Athletics,23.0,196.0,,M
Athletics,28.0,176.0,82.0,M
Swimming,23.0,193.0,95.0,M
Swimming,23.0,193.0,95.0,M
Athletics,23.0,173.0,63.0,F
Rhythmic Gymnastics,18.0,173.0,54.0,F
Sailing,24.0,,,M
Athletics,28.0,,,M
Gymnastics,27.0,,,M
Athletics,27.0,182.0,79.0,M
Athletics,27.0,150.0,56.0,F
Shooting,42.0,170.0,62.0,F
Gymnastics,21.0,172.0,65.0,M
Gymnastics,21.0,172.0,65.0,M
Gymnastics,21.0,172.0,65.0,M
Sailing,35.0,181.0,74.0,M
Equestrianism,56.0,190.0,78.0,M
